,remito,tipo
5835,115154,fisuracion
5836,115161,fisuracion
5837,115164,fisuracion
5838,115179,volumen
5839,115188,fisuracion
5840,115194,resistencia
5841,115196,demoras
5842,115236,fisuracion
5843,115281,demoras
5844,115296,asentamiento
5845,115301,formula
5846,115323,asentamiento
5847,115345,resistencia
5848,115357,asentamiento
5849,115367,asentamiento
5850,115383,asentamiento
5851,115391,resistencia
5852,115397,asentamiento
5853,115413,resistencia
5854,115417,formula
5855,115432,resistencia
5856,115435,asentamiento
5857,115440,fisuracion
5858,115441,resistencia
5859,115451,fragüe
5860,115454,resistencia
5861,115481,volumen
5862,115532,volumen
5863,115543,asentamiento
5864,115579,demoras
5865,115614,resistencia
5866,115620,asentamiento
5867,115637,formula
5868,115657,asentamiento
5869,115682,fisuracion
5870,115693,resistencia
5871,115718,fisuracion
5872,115737,asentamiento
5873,115832,fisuracion
5874,115845,asentamiento
5875,115875,asentamiento
5876,115880,demoras
5877,115890,asentamiento
5878,115917,fisuracion
5879,115943,fisuracion
5880,115998,fisuracion
5881,116033,fisuracion
5882,116042,formula
5883,116043,asentamiento
5884,116050,fisuracion
5885,116090,demoras
5886,116102,fragüe
5887,116104,resistencia
5888,116139,fisuracion
5889,116173,resistencia
5890,116192,volumen
5891,116201,asentamiento
5892,116223,demoras
5893,116227,asentamiento
5894,116238,fisuracion
5895,116263,fisuracion
5896,116265,volumen
5897,116270,asentamiento
5898,116311,formula
5899,116388,demoras
5900,116398,demoras
5901,116438,demoras
5902,116443,fisuracion
5903,116466,asentamiento
5904,116491,volumen
5905,116494,fragüe
5906,116501,demoras
5907,116522,fisuracion
5908,116552,fragüe
5909,116561,fisuracion
5910,116567,volumen
5911,116587,demoras
5912,116589,volumen
5913,116597,asentamiento
5914,116619,volumen
5915,116623,resistencia
5916,116629,fisuracion
5917,116636,asentamiento
5918,116638,fragüe
5919,116640,asentamiento
5920,116662,formula
5921,116701,fisuracion
5922,116710,asentamiento
5923,116755,formula
5924,116785,fisuracion
5925,116814,fisuracion
5926,116820,asentamiento
5927,116848,asentamiento
5928,116892,volumen
5929,116936,fisuracion
5930,116947,demoras
5931,116954,resistencia
5932,116960,demoras
5933,116968,asentamiento
5934,117010,asentamiento
5935,117018,formula
5936,117048,fisuracion
5937,117062,asentamiento
5938,117091,asentamiento
5939,117103,formula
5940,117111,resistencia
5941,117120,resistencia
5942,117127,resistencia
5943,117141,volumen
5944,117151,asentamiento
5945,117180,demoras
5946,117182,fisuracion
5947,117190,asentamiento
5948,117197,asentamiento
5949,117199,fisuracion
5950,117200,demoras
5951,117229,resistencia
5952,117231,fragüe
5953,117255,volumen
5954,117280,resistencia
5955,117299,resistencia
5956,117316,volumen
5957,117322,asentamiento
5958,117326,fisuracion
5959,117328,resistencia
5960,117332,demoras
5961,117339,fisuracion
5962,117353,demoras
5963,117375,volumen
5964,117394,fisuracion
5965,117411,asentamiento
5966,117427,fragüe
5967,117432,asentamiento
5968,117435,volumen
5969,117471,fisuracion
5970,117524,asentamiento
5971,117537,fisuracion
5972,117549,asentamiento
5973,117554,resistencia
5974,117562,fisuracion
5975,117579,demoras
5976,117594,volumen
5977,117600,asentamiento
5978,117664,formula
5979,117678,asentamiento
5980,117699,resistencia
5981,117708,fisuracion
5982,117712,fisuracion
5983,117729,formula
5984,117739,fisuracion
5985,117742,demoras
5986,117785,asentamiento
5987,117802,asentamiento
5988,117819,demoras
5989,117821,volumen
5990,117822,fisuracion
5991,117824,asentamiento
5992,117826,demoras
5993,117828,resistencia
5994,117842,fisuracion
5995,117880,formula
5996,117883,asentamiento
5997,117890,asentamiento
5998,117919,asentamiento
5999,117920,asentamiento
6000,117924,fisuracion
6001,117934,resistencia
6002,117960,fisuracion
6003,117983,asentamiento
6004,117996,fisuracion
6005,118025,formula
6006,118098,asentamiento
6007,118120,fisuracion
6008,118121,asentamiento
6009,118136,formula
6010,118158,asentamiento
6011,118179,fragüe
6012,118185,asentamiento
6013,118231,asentamiento
6014,118245,resistencia
6015,118264,fisuracion
6016,118268,asentamiento
6017,118283,formula
6018,118285,asentamiento
6019,118295,volumen
6020,118306,fisuracion
6021,118346,demoras
6022,118348,asentamiento
6023,118350,asentamiento
6024,118364,resistencia
6025,118369,formula
6026,118392,fisuracion
6027,118393,fisuracion
6028,118420,asentamiento
6029,118437,resistencia
6030,118527,fragüe
6031,118531,formula
6032,118539,asentamiento
6033,118603,fisuracion
6034,118665,fisuracion
6035,118701,fisuracion
6036,118718,asentamiento
6037,118741,formula
6038,118755,fisuracion
6039,118759,resistencia
6040,118761,resistencia
6041,118787,fisuracion
6042,118834,demoras
6043,118839,asentamiento
6044,118854,fisuracion
6045,118930,fragüe
6046,118957,fisuracion
6047,118984,volumen
6048,118988,resistencia
6049,118993,asentamiento
6050,118996,asentamiento
6051,119009,demoras
6052,119037,fisuracion
6053,119043,resistencia
6054,119056,resistencia
6055,119070,demoras
6056,119139,resistencia
6057,119172,fisuracion
6058,119182,fisuracion
6059,119215,fisuracion
6060,119232,asentamiento
6061,119243,fragüe
6062,119255,asentamiento
6063,119266,demoras
6064,119282,volumen
6065,119297,formula
6066,119310,asentamiento
6067,119323,demoras
6068,119344,demoras
6069,119346,demoras
6070,119361,asentamiento
6071,119376,resistencia
6072,119386,resistencia
6073,119395,fisuracion
6074,119447,demoras
6075,119484,demoras
6076,119498,demoras
6077,119518,asentamiento
6078,119526,volumen
6079,119549,asentamiento
6080,119579,fisuracion
6081,119592,demoras
6082,119598,volumen
6083,119620,fisuracion
6084,119623,volumen
6085,119638,demoras
6086,119669,fisuracion
6087,119680,volumen
6088,119699,fisuracion
6089,119716,fisuracion
6090,119741,demoras
6091,119754,demoras
6092,119758,asentamiento
6093,119792,fisuracion
6094,119841,demoras
6095,119843,fisuracion
6096,119851,asentamiento
6097,119854,resistencia
6098,119859,fisuracion
6099,119892,fisuracion
6100,119898,asentamiento
6101,119924,asentamiento
6102,119965,asentamiento
6103,119970,fisuracion
6104,119988,formula
6105,120001,asentamiento
6106,120003,fisuracion
6107,120013,fragüe
6108,120014,asentamiento
6109,120027,resistencia
6110,120098,asentamiento
6111,120117,demoras
6112,120163,asentamiento
6113,120210,demoras
6114,120251,demoras
6115,120253,resistencia
6116,120283,demoras
6117,120298,resistencia
6118,120310,fisuracion
6119,120337,formula
6120,120345,fisuracion
6121,120361,formula
6122,120367,demoras
6123,120368,fisuracion
6124,120373,fisuracion
6125,120395,fisuracion
6126,120431,asentamiento
6127,120441,fragüe
6128,120471,fisuracion
6129,120474,fisuracion
6130,120495,fisuracion
6131,120511,asentamiento
6132,120522,fragüe
6133,120530,demoras
6134,120614,volumen
6135,120618,fisuracion
6136,120621,asentamiento
6137,120674,asentamiento
6138,120687,fisuracion
6139,120691,asentamiento
6140,120745,fisuracion
6141,120757,asentamiento
6142,120771,demoras
6143,120780,demoras
6144,120799,asentamiento
6145,120800,asentamiento
6146,120808,volumen
6147,120839,asentamiento
6148,120843,fisuracion
6149,120854,fisuracion
6150,120865,fisuracion
6151,120867,demoras
6152,120892,asentamiento
6153,120915,fisuracion
6154,120932,demoras
6155,120974,asentamiento
6156,120997,fisuracion
6157,121032,fisuracion
6158,121037,fisuracion
6159,121044,volumen
6160,121052,fisuracion
6161,121066,asentamiento
6162,121076,demoras
6163,121080,asentamiento
6164,121091,asentamiento
6165,121111,demoras
6166,121135,fisuracion
6167,121158,asentamiento
6168,121169,fisuracion
6169,121170,asentamiento
6170,121223,formula
6171,121252,demoras
6172,121255,fragüe
6173,121256,volumen
6174,121259,asentamiento
6175,121279,volumen
6176,121284,resistencia
6177,121288,resistencia
6178,121333,demoras
6179,121339,resistencia
6180,121340,asentamiento
6181,121345,fragüe
6182,121379,demoras
6183,121443,fisuracion
6184,121454,asentamiento
6185,121523,demoras
6186,121535,fisuracion
6187,121556,formula
6188,121577,asentamiento
6189,121636,asentamiento
6190,121647,asentamiento
6191,121658,fisuracion
6192,121694,asentamiento
6193,121726,asentamiento
6194,121762,fisuracion
6195,121765,volumen
6196,121842,resistencia
6197,121854,asentamiento
6198,121862,demoras
6199,121888,resistencia
6200,121896,fisuracion
6201,121909,fisuracion
6202,121990,volumen
6203,122024,fisuracion
6204,122028,demoras
6205,122029,resistencia
6206,122037,fisuracion
6207,122054,fisuracion
6208,122066,resistencia
6209,122084,fisuracion
6210,122100,volumen
6211,122145,asentamiento
6212,122147,volumen
6213,122168,fragüe
6214,122173,fisuracion
6215,122177,resistencia
6216,122209,volumen
6217,122262,fragüe
6218,122265,fisuracion
6219,122270,fisuracion
6220,122280,fisuracion
6221,122310,asentamiento
6222,122316,volumen
6223,122342,fisuracion
6224,122351,volumen
6225,122363,fragüe
6226,122380,fisuracion
6227,122402,asentamiento
6228,122432,asentamiento
6229,122478,fisuracion
6230,122549,asentamiento
6231,122567,resistencia
6232,122576,fisuracion
6233,122590,asentamiento
6234,122651,asentamiento
6235,122669,resistencia
6236,122699,fisuracion
6237,122727,formula
6238,122737,asentamiento
6239,122745,asentamiento
6240,122766,formula
6241,122794,asentamiento
6242,122813,asentamiento
6243,122818,fisuracion
6244,122823,asentamiento
6245,122862,resistencia
6246,122902,asentamiento
6247,122924,fisuracion
6248,122941,asentamiento
6249,122947,demoras
6250,122949,fisuracion
6251,122952,fragüe
6252,122955,asentamiento
6253,123006,demoras
6254,123018,resistencia
6255,123044,fisuracion
6256,123061,formula
6257,123094,fisuracion
6258,123106,demoras
6259,123107,asentamiento
6260,123120,formula
6261,123159,asentamiento
6262,123166,formula
6263,123171,demoras
6264,123174,resistencia
6265,123179,asentamiento
6266,123199,asentamiento
6267,123204,fisuracion
6268,123217,fisuracion
6269,123248,demoras
6270,123261,asentamiento
6271,123265,volumen
6272,123278,asentamiento
6273,123279,demoras
6274,123326,demoras
6275,123330,asentamiento
6276,123335,asentamiento
6277,123345,resistencia
6278,123346,fisuracion
6279,123363,fisuracion
6280,123437,fisuracion
6281,123438,asentamiento
6282,123440,asentamiento
6283,123442,fisuracion
6284,123449,resistencia
6285,123466,fisuracion
6286,123485,fragüe
6287,123496,fisuracion
6288,123517,demoras
6289,123533,fisuracion
6290,123629,fisuracion
6291,123637,asentamiento
6292,123645,asentamiento
6293,123687,volumen
6294,123725,fisuracion
6295,123728,asentamiento
6296,123732,fisuracion
6297,123747,volumen
6298,123773,asentamiento
6299,123779,resistencia
6300,123788,fisuracion
6301,123828,resistencia
6302,123843,fisuracion
6303,123853,volumen
6304,123913,demoras
6305,123962,demoras
6306,123973,resistencia
6307,123984,fragüe
6308,123989,volumen
6309,124059,demoras
6310,124071,fisuracion
6311,124073,formula
6312,124075,asentamiento
6313,124144,fisuracion
6314,124164,asentamiento
6315,124171,volumen
6316,124203,fisuracion
6317,124204,asentamiento
6318,124243,volumen
6319,124255,fisuracion
6320,124287,fisuracion
6321,124300,asentamiento
6322,124306,asentamiento
6323,124309,asentamiento
6324,124310,fisuracion
6325,124314,formula
6326,124317,fisuracion
6327,124318,demoras
6328,124336,fisuracion
6329,124366,asentamiento
6330,124367,formula
6331,124394,demoras
6332,124403,asentamiento
6333,124412,fisuracion
6334,124415,fisuracion
6335,124436,resistencia
6336,124454,resistencia
6337,124457,fisuracion
6338,124483,asentamiento
6339,124515,demoras
6340,124560,asentamiento
6341,124568,demoras
6342,124571,asentamiento
6343,124599,formula
6344,124606,volumen
6345,124613,fragüe
6346,124635,demoras
6347,124640,fisuracion
6348,124646,resistencia
6349,124680,demoras
6350,124700,demoras
6351,124728,asentamiento
6352,124744,resistencia
6353,124789,resistencia
6354,124791,fisuracion
6355,124801,demoras
6356,124802,fisuracion
6357,124816,fragüe
6358,124823,demoras
6359,124830,asentamiento
6360,124838,fisuracion
6361,124840,demoras
6362,124845,fisuracion
6363,124859,resistencia
6364,124903,volumen
6365,124922,asentamiento
6366,124923,fisuracion
6367,124947,asentamiento
6368,124968,fisuracion
6369,124970,asentamiento
6370,125030,fisuracion
6371,125069,volumen
6372,125121,resistencia
6373,125125,fisuracion
6374,125148,resistencia
6375,125151,demoras
6376,125180,asentamiento
6377,125194,fisuracion
6378,125212,fisuracion
6379,125223,asentamiento
6380,125253,fisuracion
6381,125269,demoras
6382,125333,asentamiento
6383,125351,volumen
6384,125354,fisuracion
6385,125363,formula
6386,125377,asentamiento
6387,125385,fisuracion
6388,125394,volumen
6389,125482,demoras
6390,125555,fisuracion
6391,125602,asentamiento
6392,125659,fisuracion
6393,125671,volumen
6394,125689,asentamiento
6395,125752,fragüe
6396,125754,fisuracion
6397,125795,formula
6398,125811,fisuracion
6399,125826,asentamiento
6400,125831,formula
6401,125834,resistencia
6402,125839,fisuracion
6403,125858,resistencia
6404,125883,demoras
6405,125913,fisuracion
6406,125915,fisuracion
6407,125976,fisuracion
6408,125979,volumen
6409,125987,resistencia
6410,126002,demoras
6411,126003,volumen
6412,126013,fisuracion
6413,126029,asentamiento
6414,126047,asentamiento
6415,126057,volumen
6416,126084,asentamiento
6417,126087,fisuracion
6418,126094,asentamiento
6419,126109,asentamiento
6420,126111,fragüe
6421,126127,demoras
6422,126190,formula
6423,126192,fisuracion
6424,126200,volumen
6425,126233,asentamiento
6426,126234,asentamiento
6427,126265,asentamiento
6428,126296,fisuracion
6429,126332,fisuracion
6430,126333,asentamiento
6431,126338,fisuracion
6432,126344,volumen
6433,126345,fisuracion
6434,126361,formula
6435,126384,asentamiento
6436,126391,fisuracion
6437,126396,fisuracion
6438,126481,volumen
6439,126482,fisuracion
6440,126490,demoras
6441,126508,demoras
6442,126564,volumen
6443,126570,fragüe
6444,126571,asentamiento
6445,126599,fisuracion
6446,126661,asentamiento
6447,126663,asentamiento
6448,126699,asentamiento
6449,126702,asentamiento
6450,126720,demoras
6451,126737,asentamiento
6452,126797,volumen
6453,126799,asentamiento
6454,126817,volumen
6455,126848,asentamiento
6456,126861,fisuracion
6457,126865,volumen
6458,126894,volumen
6459,126895,asentamiento
6460,126897,fisuracion
6461,126906,demoras
6462,126958,fisuracion
6463,127004,demoras
6464,127039,fisuracion
6465,127059,asentamiento
6466,127081,asentamiento
6467,127086,asentamiento
6468,127088,volumen
6469,127089,fisuracion
6470,127178,demoras
6471,127187,demoras
6472,127195,fisuracion
6473,127207,fisuracion
6474,127212,volumen
6475,127218,fisuracion
6476,127230,resistencia
6477,127292,fragüe
6478,127311,resistencia
6479,127338,volumen
6480,127357,formula
6481,127364,demoras
6482,127373,asentamiento
6483,127388,fisuracion
6484,127400,resistencia
6485,127403,asentamiento
6486,127415,demoras
6487,127437,asentamiento
6488,127445,asentamiento
6489,127487,asentamiento
6490,127489,fisuracion
6491,127512,resistencia
6492,127555,volumen
6493,127556,fisuracion
6494,127578,fisuracion
6495,127608,volumen
6496,127610,fisuracion
6497,127620,resistencia
6498,127642,asentamiento
6499,127661,fisuracion
6500,127683,asentamiento
6501,127773,fisuracion
6502,127790,fisuracion
6503,127794,asentamiento
6504,127804,fisuracion
6505,127815,demoras
6506,127835,asentamiento
6507,127841,fisuracion
6508,127859,fisuracion
6509,127888,fisuracion
6510,127970,fragüe
6511,127975,fisuracion
6512,127988,fisuracion
6513,127993,asentamiento
6514,127994,fisuracion
6515,128004,asentamiento
6516,128022,asentamiento
6517,128051,fisuracion
6518,128061,asentamiento
6519,128192,volumen
6520,128224,volumen
6521,128230,demoras
6522,128257,fisuracion
6523,128262,demoras
6524,128264,demoras
6525,128322,demoras
6526,128367,resistencia
6527,128372,fragüe
6528,128397,demoras
6529,128398,fisuracion
6530,128404,asentamiento
6531,128417,fisuracion
6532,128432,resistencia
6533,128471,demoras
6534,128478,volumen
6535,128485,asentamiento
6536,128496,volumen
6537,128504,asentamiento
6538,128534,volumen
6539,128542,demoras
6540,128547,resistencia
6541,128570,resistencia
6542,128583,asentamiento
6543,128590,fisuracion
6544,128606,asentamiento
6545,128618,asentamiento
6546,128620,resistencia
6547,128637,asentamiento
6548,128652,demoras
6549,128653,fisuracion
6550,128703,demoras
6551,128708,asentamiento
6552,128715,resistencia
6553,128717,asentamiento
6554,128727,fisuracion
6555,128728,fisuracion
6556,128731,fisuracion
6557,128756,volumen
6558,128820,asentamiento
6559,128824,fisuracion
6560,128839,fisuracion
6561,128854,resistencia
6562,128860,asentamiento
6563,128863,fisuracion
6564,128896,resistencia
6565,128918,fisuracion
6566,128925,asentamiento
6567,128939,resistencia
6568,128970,asentamiento
6569,128971,fisuracion
6570,128996,fisuracion
6571,129016,volumen
6572,129024,resistencia
6573,129056,volumen
6574,129065,fragüe
6575,129078,asentamiento
6576,129086,volumen
6577,129114,asentamiento
6578,129124,fisuracion
6579,129129,asentamiento
6580,129131,asentamiento
6581,129147,demoras
6582,129174,volumen
6583,129205,resistencia
6584,129223,fisuracion
6585,129230,fisuracion
6586,129262,asentamiento
6587,129266,fisuracion
6588,129299,volumen
6589,129317,asentamiento
6590,129326,fisuracion
6591,129336,resistencia
6592,129337,fisuracion
6593,129352,resistencia
6594,129376,asentamiento
6595,129379,fisuracion
6596,129401,volumen
6597,129409,asentamiento
6598,129427,fisuracion
6599,129457,fisuracion
6600,129471,demoras
6601,129473,demoras
6602,129485,asentamiento
6603,129541,asentamiento
6604,129548,demoras
6605,129554,fisuracion
6606,129628,volumen
6607,129629,asentamiento
6608,129662,asentamiento
6609,129686,asentamiento
6610,129739,demoras
6611,129779,demoras
6612,129802,demoras
6613,129861,fisuracion
6614,129865,fragüe
6615,129869,fisuracion
6616,129898,fragüe
6617,129899,asentamiento
6618,129919,asentamiento
6619,129921,asentamiento
6620,130017,volumen
6621,130025,formula
6622,130031,resistencia
6623,130054,fisuracion
6624,130063,demoras
6625,130121,fisuracion
6626,130210,asentamiento
6627,130216,volumen
6628,130235,volumen
6629,130245,asentamiento
6630,130281,fisuracion
6631,130315,asentamiento
6632,130317,asentamiento
6633,130355,fragüe
6634,130370,fisuracion
6635,130389,asentamiento
6636,130445,resistencia
6637,130487,fisuracion
6638,130516,resistencia
6639,130557,fisuracion
6640,130666,demoras
6641,130678,volumen
6642,130686,fisuracion
6643,130711,resistencia
6644,130724,demoras
6645,130728,fisuracion
6646,130785,fisuracion
6647,130805,fisuracion
6648,130807,fisuracion
6649,130811,asentamiento
6650,130821,asentamiento
6651,130854,asentamiento
6652,130864,fisuracion
6653,130902,volumen
6654,130909,asentamiento
6655,130922,fisuracion
6656,130935,fisuracion
6657,130939,demoras
6658,130988,fisuracion
6659,131025,volumen
6660,131037,fisuracion
6661,131080,demoras
6662,131098,asentamiento
6663,131111,demoras
6664,131134,volumen
6665,131149,asentamiento
6666,131165,asentamiento
6667,131174,fisuracion
6668,131217,demoras
6669,131219,resistencia
6670,131235,asentamiento
6671,131296,volumen
6672,131318,fisuracion
6673,131332,asentamiento
6674,131379,formula
6675,131405,resistencia
6676,131410,demoras
6677,131414,asentamiento
6678,131420,fisuracion
6679,131425,fisuracion
6680,131433,fisuracion
6681,131459,asentamiento
6682,131480,asentamiento
6683,131504,asentamiento
6684,131515,fisuracion
6685,131536,fisuracion
6686,131654,fragüe
6687,131655,fisuracion
6688,131668,fisuracion
6689,131672,asentamiento
6690,131673,fisuracion
6691,131687,resistencia
6692,131700,fisuracion
6693,131759,resistencia
6694,131786,fisuracion
6695,131789,fisuracion
6696,131792,volumen
6697,131857,demoras
6698,131895,asentamiento
6699,131911,resistencia
6700,131938,asentamiento
6701,132005,asentamiento
6702,132030,fisuracion
6703,132042,volumen
6704,132052,resistencia
6705,132086,fisuracion
6706,132092,asentamiento
6707,132093,volumen
6708,132094,resistencia
6709,132132,asentamiento
6710,132154,asentamiento
6711,132159,fisuracion
6712,132166,asentamiento
6713,132167,fragüe
6714,132202,resistencia
6715,132216,asentamiento
6716,132235,fisuracion
6717,132279,fisuracion
6718,132283,asentamiento
6719,132323,asentamiento
6720,132332,fisuracion
6721,132338,demoras
6722,132353,asentamiento
6723,132378,fragüe
6724,132388,fragüe
6725,132430,demoras
6726,132461,asentamiento
6727,132463,asentamiento
6728,132475,formula
6729,132487,asentamiento
6730,132492,demoras
6731,132532,asentamiento
6732,132558,fisuracion
6733,132570,fisuracion
6734,132578,asentamiento
6735,132641,demoras
6736,132673,volumen
6737,132677,fisuracion
6738,132702,fisuracion
6739,132718,volumen
6740,132758,asentamiento
6741,132766,fisuracion
6742,132805,asentamiento
6743,132826,fisuracion
6744,132832,fisuracion
6745,132853,volumen
6746,132874,fisuracion
6747,132878,asentamiento
6748,132883,fisuracion
6749,132893,resistencia
6750,132904,fisuracion
6751,132908,volumen
6752,132915,volumen
6753,132932,asentamiento
6754,132961,fisuracion
6755,132989,fisuracion
6756,133037,volumen
6757,133068,resistencia
6758,133079,asentamiento
6759,133088,fisuracion
6760,133159,asentamiento
6761,133201,resistencia
6762,133283,asentamiento
6763,133296,volumen
6764,133315,fisuracion
6765,133321,fragüe
6766,133322,resistencia
6767,133356,asentamiento
6768,133379,demoras
6769,133385,volumen
6770,133387,volumen
6771,133408,asentamiento
6772,133418,asentamiento
6773,133432,asentamiento
6774,133474,demoras
6775,133476,asentamiento
6776,133525,formula
6777,133562,asentamiento
6778,133577,fisuracion
6779,133621,fisuracion
6780,133710,fisuracion
6781,133718,volumen
6782,133729,demoras
6783,133743,volumen
6784,133750,asentamiento
6785,133756,fisuracion
6786,133773,resistencia
6787,133784,fragüe
6788,133785,asentamiento
6789,133795,fisuracion
6790,133820,asentamiento
6791,133821,fragüe
6792,133845,fisuracion
6793,133848,asentamiento
6794,133867,asentamiento
6795,133898,volumen
6796,133920,asentamiento
6797,133935,fisuracion
6798,133948,fisuracion
6799,133997,resistencia
6800,134009,demoras
6801,134026,asentamiento
6802,134036,fisuracion
6803,134043,fragüe
6804,134045,volumen
6805,134047,resistencia
6806,134054,demoras
6807,134072,resistencia
6808,134117,resistencia
6809,134138,demoras
6810,134183,demoras
6811,134195,resistencia
6812,134197,fisuracion
6813,134217,resistencia
6814,134238,asentamiento
6815,134251,asentamiento
6816,134260,resistencia
6817,134268,fisuracion
6818,134312,fisuracion
6819,134318,fisuracion
6820,134324,asentamiento
6821,134327,demoras
6822,134332,resistencia
6823,134336,asentamiento
6824,134337,asentamiento
6825,134361,demoras
6826,134408,demoras
6827,134425,resistencia
6828,134429,resistencia
6829,134454,demoras
6830,134456,asentamiento
6831,134489,asentamiento
6832,134496,asentamiento
6833,134537,demoras
6834,134538,fragüe
6835,134548,resistencia
6836,134604,fisuracion
6837,134612,asentamiento
6838,134708,volumen
6839,134728,asentamiento
6840,134768,demoras
6841,134785,volumen
6842,134790,volumen
6843,134804,fragüe
6844,134821,demoras
6845,134823,asentamiento
6846,134825,demoras
6847,134832,asentamiento
6848,134836,asentamiento
6849,134838,volumen
6850,134839,demoras
6851,134856,asentamiento
6852,134866,asentamiento
6853,134947,formula
6854,134953,fisuracion
6855,134992,demoras
6856,135007,demoras
6857,135023,fisuracion
6858,135029,demoras
6859,135035,fisuracion
6860,135075,fisuracion
6861,135077,asentamiento
6862,135086,demoras
6863,135089,fragüe
6864,135091,asentamiento
6865,135114,demoras
6866,135117,asentamiento
6867,135129,asentamiento
6868,135187,fragüe
6869,135235,resistencia
6870,135253,demoras
6871,135254,fisuracion
6872,135269,demoras
6873,135272,fisuracion
6874,135274,fisuracion
6875,135290,demoras
6876,135306,fisuracion
6877,135315,fisuracion
6878,135326,fisuracion
6879,135333,resistencia
6880,135393,fisuracion
6881,135400,fragüe
6882,135407,asentamiento
6883,135445,fisuracion
6884,135459,volumen
6885,135479,fisuracion
6886,135482,fisuracion
6887,135485,asentamiento
6888,135522,resistencia
6889,135524,demoras
6890,135589,asentamiento
6891,135599,fisuracion
6892,135603,asentamiento
6893,135632,volumen
6894,135671,formula
6895,135681,fisuracion
6896,135688,fragüe
6897,135696,demoras
6898,135714,fragüe
6899,135742,asentamiento
6900,135763,volumen
6901,135767,asentamiento
6902,135779,formula
6903,135802,asentamiento
6904,135829,resistencia
6905,135840,fragüe
6906,135842,fisuracion
6907,135854,fragüe
6908,135889,demoras
6909,135897,asentamiento
6910,135921,asentamiento
6911,135934,fisuracion
6912,135945,demoras
6913,135970,fragüe
6914,136023,demoras
6915,136027,asentamiento
6916,136068,fisuracion
6917,136075,asentamiento
6918,136076,asentamiento
6919,136079,demoras
6920,136104,fisuracion
6921,136105,formula
6922,136110,fisuracion
6923,136143,asentamiento
6924,136144,asentamiento
6925,136153,demoras
6926,136156,asentamiento
6927,136177,volumen
6928,136192,resistencia
6929,136202,asentamiento
6930,136210,asentamiento
6931,136212,volumen
6932,136244,asentamiento
6933,136246,asentamiento
6934,136289,fragüe
6935,136292,asentamiento
6936,136294,asentamiento
6937,136310,demoras
6938,136330,asentamiento
6939,136363,fisuracion
6940,136367,demoras
6941,136386,asentamiento
6942,136400,asentamiento
6943,136402,demoras
6944,136407,fisuracion
6945,136449,fragüe
6946,136456,demoras
6947,136502,asentamiento
6948,136517,fisuracion
6949,136530,fisuracion
6950,136543,demoras
6951,136551,fisuracion
6952,136564,demoras
6953,136602,fisuracion
6954,136607,asentamiento
6955,136609,demoras
6956,136619,formula
6957,136624,asentamiento
6958,136630,volumen
6959,136638,volumen
6960,136639,demoras
6961,136652,demoras
6962,136686,asentamiento
6963,136690,volumen
6964,136711,asentamiento
6965,136724,demoras
6966,136795,formula
6967,136845,volumen
6968,136871,asentamiento
6969,136880,resistencia
6970,136903,demoras
6971,136942,demoras
6972,136970,fisuracion
6973,136988,demoras
6974,137005,demoras
6975,137038,fisuracion
6976,137048,fisuracion
6977,137049,volumen
6978,137081,asentamiento
6979,137089,fisuracion
6980,137148,asentamiento
6981,137221,fisuracion
6982,137236,demoras
6983,137248,asentamiento
6984,137258,volumen
6985,137268,fisuracion
6986,137301,demoras
6987,137311,resistencia
6988,137315,asentamiento
6989,137316,asentamiento
6990,137321,volumen
6991,137447,fisuracion
6992,137485,fragüe
6993,137533,fisuracion
6994,137553,asentamiento
6995,137612,fisuracion
6996,137624,demoras
6997,137708,asentamiento
6998,137762,asentamiento
6999,137801,asentamiento
7000,137808,asentamiento
7001,137843,demoras
7002,137852,resistencia
7003,137911,asentamiento
7004,137939,fisuracion
7005,137948,fisuracion
7006,137961,asentamiento
7007,137965,fisuracion
7008,137990,fisuracion
7009,137992,fisuracion
7010,137995,volumen
7011,138048,asentamiento
7012,138096,volumen
7013,138117,asentamiento
7014,138128,fisuracion
7015,138139,demoras
7016,138141,fisuracion
7017,138156,fisuracion
7018,138177,fisuracion
7019,138180,asentamiento
7020,138187,fisuracion
7021,138193,fisuracion
7022,138204,fisuracion
7023,138206,fisuracion
7024,138241,fisuracion
7025,138265,demoras
7026,138280,asentamiento
7027,138298,asentamiento
7028,138309,volumen
7029,138324,asentamiento
7030,138328,asentamiento
7031,138329,asentamiento
7032,138331,fisuracion
7033,138355,formula
7034,138362,demoras
7035,138370,asentamiento
7036,138397,resistencia
7037,138403,asentamiento
7038,138406,demoras
7039,138450,fisuracion
7040,138514,demoras
7041,138521,asentamiento
7042,138547,asentamiento
7043,138549,fisuracion
7044,138576,demoras
7045,138584,fisuracion
7046,138590,volumen
7047,138595,volumen
7048,138606,asentamiento
7049,138646,fisuracion
7050,138655,fragüe
7051,138703,demoras
7052,138717,fragüe
7053,138764,fisuracion
7054,138773,demoras
7055,138789,demoras
7056,138809,asentamiento
7057,138811,fragüe
7058,138816,demoras
7059,138868,fisuracion
7060,138899,demoras
7061,138946,resistencia
7062,138954,asentamiento
7063,138963,resistencia
7064,138979,fisuracion
7065,138985,demoras
7066,138999,fisuracion
7067,139008,fisuracion
7068,139013,asentamiento
7069,139025,fisuracion
7070,139026,fisuracion
7071,139061,asentamiento
7072,139081,fisuracion
7073,139097,formula
7074,139109,resistencia
7075,139113,demoras
7076,139119,fisuracion
7077,139122,fragüe
7078,139138,volumen
7079,139142,demoras
